artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,country,latin,Folk/Acoustic,blues,classical,pop,easy listening,World/Traditional,hip hop,Dance/Electronic,metal,R&B,jazz,rock
50 Cent,Disco Inferno,214.226,1,2005,0.72,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Game,How We Do,235.533,1,2005,0.74,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Brown,Run It! (feat. Juelz Santana),229.866,0,2005,0.71,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Black Eyed Peas,My Humps,326.96,0,2005,0.67,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ciara,Oh (feat. Ludacris),256.346,0,2004,0.61,0.8,0.496,7,-7.135,1,0.0506,0.000298,0.0,0.0697,0.357,128.29,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
50 Cent,Outta Control - Remix,247.506,1,2005,0.6,0.772,0.599,8,-5.996,0,0.246,0.0277,0.0,0.0839,0.557,92.029,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Baby Bash,"Baby, I'm Back",219.92,1,2005,0.04,0.899,0.365,9,-5.461,0,0.105,0.0508,0.0,0.097,0.749,100.01,"hip hop, pop, R&B, latin",0,1,0,0,0,1,0,0,1,0,0,1,0,0
Jennifer Lopez,Get Right,225.533,0,2005,0.65,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
JAY-Z,Numb / Encore,205.733,1,2004,0.76,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Game,Hate It Or Love It,206.4,1,2005,0.77,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gorillaz,Feel Good Inc.,222.64,0,2005,0.82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black Eyed Peas,Don't Phunk With My Heart,239.773,0,2005,0.62,0.69,0.928,5,-2.76,0,0.061,0.00937,0.0,0.547,0.604,130.889,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Akon,Lonely,235.8,1,2004,0.21,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bodyrockers,I Like The Way - Radio Edit,200.053,0,2005,0.54,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic",0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sugababes,Push The Button,218.093,0,2005,0.64,0.962,0.66,8,-5.096,1,0.061,0.0485,0.0,0.076,0.814,126.016,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jeezy,Soul Survivor,280.013,1,2005,0.55,0.684,0.493,10,-7.728,1,0.0459,0.000839,0.0,0.157,0.08,84.03,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Eminem,Mockingbird,250.76,1,2004,0.77,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shakira,La Tortura (feat. Alejandro Sanz),212.893,0,2005,0.72,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gorillaz,DARE,244.999,0,2005,0.73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Snoop Dogg,Signs,236.813,1,2004,0.54,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Robbie Williams,Tripping,276.603,0,2005,0.58,0.666,0.922,2,-4.458,0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
David Banner,Play,230.133,1,2005,0.52,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Trillville,Some Cut,283.454,1,2004,0.5,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
D4L,Laffy Taffy,224.253,1,2005,0.63,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226.863,1,2005,0.67,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Rob Thomas,Lonely No More,226.64,0,2005,0.56,0.551,0.896,9,-3.152,0,0.109,0.033,0.0,0.0899,0.858,171.79,"pop, Folk/Acoustic",0,0,1,0,0,1,0,0,0,0,0,0,0,0
Brian McFadden,Almost Here,229.826,0,2004,0.42,0.561,0.452,9,-7.324,0,0.0336,0.409,0.0,0.106,0.316,77.984,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby V.,"Slow Down - 12"" Version",258.666,0,2005,0.65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-06,0.401,0.626,186.048,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Backstreet Boys,Incomplete,239.586,0,2005,0.63,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pretty Ricky,Grind With Me,237.733,1,2005,0.63,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kanye West,Diamonds From Sierra Leone - Remix,233.4,1,2005,0.61,0.672,0.814,7,-3.768,1,0.27,0.258,0.0,0.164,0.379,97.043,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211.32,0,2005,0.41,0.905,0.55,1,-7.558,1,0.372,0.0628,0.0,0.0644,0.52,100.813,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325.573,0,2004,0.63,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202.213,0,2005,0.52,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Amerie,1 Thing,238.746,0,2008,0.52,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.0416,0.891,125.085,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Ludacris,Get Back,270.746,1,2004,0.59,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Franz Ferdinand,Do You Want To,215.0,0,2005,0.61,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Natalie Imbruglia,Shiver,222.653,0,2005,0.52,0.489,0.798,1,-4.49,1,0.0316,0.00115,2.81e-06,0.149,0.309,94.163,"pop, Folk/Acoustic",0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gwen Stefani,Hollaback Girl,199.853,1,2004,0.69,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pretty Ricky,Your Body,240.04,1,2005,0.59,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Thirty Seconds To Mars,The Kill,231.533,0,2005,0.74,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alicia Keys,Karma,256.0,0,2003,0.5,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
2Pac,Ghetto Gospel,238.053,1,2004,0.68,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Craig David,Don't Love You No More (I'm Sorry),243.986,0,2005,0.56,0.636,0.558,7,-7.076,1,0.0245,0.462,0.0,0.062,0.572,100.113,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Katie Melua,Nine Million Bicycles,197.16,0,2005,0.6,0.534,0.247,0,-15.636,1,0.0322,0.516,0.00859,0.122,0.344,82.168,"pop, easy listening, jazz",0,0,0,0,0,1,1,0,0,0,0,0,1,0
Lil Jon & The East Side Boyz,Lovers And Friends,260.6,1,2004,0.66,0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ying Yang Twins,Wait (The Whisper Song),179.16,1,2005,0.57,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Will Smith,Switch,197.666,0,2020,0.34,0.873,0.9,5,-4.325,0,0.18,0.0107,0.000502,0.556,0.478,102.516,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bow Wow,Like You (feat. Ciara),205.84,0,2005,0.66,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kaiser Chiefs,Everyday I Love You Less And Less,217.706,0,2005,0.58,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kelly Clarkson,Behind These Hazel Eyes,198.973,0,2004,0.59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Black Eyed Peas,Don't Lie,219.0,0,2005,0.61,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Westlife,You Raise Me Up,241.066,0,2005,0.01,0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ray J,One Wish,337.64,0,2005,0.62,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Papa Roach,Scars,208.199,0,2004,0.6,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Arctic Monkeys,I Bet You Look Good On The Dancefloor,173.68,0,2006,0.71,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shayne Ward,That's My Goal,219.6,0,2006,0.01,0.286,0.508,2,-5.966,1,0.0336,0.372,0.0,0.27,0.14,68.637,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bow Wow,Let Me Hold You (feat. Omarion),248.493,0,2005,0.62,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kaiser Chiefs,I Predict A Riot,233.186,0,2005,0.63,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Usher,Caught Up,224.64,0,2004,0.61,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kelly Clarkson,Because of You,219.493,0,2004,0.71,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
3 Doors Down,Let Me Go,243.053,0,2012,0.52,0.478,0.863,1,-4.914,0,0.0387,0.0181,0.0,0.111,0.491,92.004,"pop, rock, metal",0,0,0,0,0,1,0,0,0,0,1,0,0,1
Nickelback,Photograph,258.92,0,2005,0.67,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Destiny's Child,Cater 2 U,245.4,0,2004,0.58,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Pussycat Dolls,Stickwitu,207.506,0,2005,0.67,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ryan Cabrera,True,204.173,0,2004,0.62,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stereophonics,Dakota,297.426,0,2005,0.69,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nelly,Over And Over,253.933,1,2004,0.61,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Coldplay,Speed of Sound,287.906,0,2005,0.69,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
KT Tunstall,Suddenly I See,201.706,0,2005,0.71,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic",0,0,1,0,0,1,0,1,0,0,0,0,0,0
Destiny's Child,Girl,224.146,0,2004,0.55,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kelly Clarkson,Since U Been Gone,188.96,0,2004,0.71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
U2,Sometimes You Can't Make It On Your Own,305.08,0,2004,0.56,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,"World/Traditional, rock",0,0,0,0,0,0,0,1,0,0,0,0,0,1
The All-American Rejects,Dirty Little Secret,193.653,0,2005,0.65,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Toby Keith,As Good As I Once Was,227.84,0,2005,0.67,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,country,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gwen Stefani,Cool,189.333,0,2004,0.59,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Foo Fighters,Best of You,255.626,0,2005,0.76,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Shakira,Hips Don't Lie (feat. Wyclef Jean),218.093,0,2005,0.82,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sean Paul,Temperature,218.573,0,2005,0.78,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Justin Timberlake,SexyBack (feat. Timbaland),242.733,1,2006,0.78,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beyoncé,Irreplaceable,227.853,0,2007,0.7,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Amy Winehouse,Rehab,214.946,0,2006,0.71,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rihanna,SOS,238.92,0,2006,0.73,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Gnarls Barkley,Crazy,177.466,0,2006,0.74,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,"hip hop, R&B",0,0,0,0,0,0,0,0,1,0,0,1,0,0
Busta Rhymes,Touch It,214.96,1,2006,0.61,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nelly Furtado,Maneater,258.893,0,2006,0.79,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
Bob Sinclar,Rock This Party - Everybody Dance Now,245.466,0,2006,0.69,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Diddy,Come to Me (feat. Nicole Scherzinger),276.786,1,2006,0.55,0.819,0.485,6,-6.45,0,0.0756,0.0176,0.0,0.658,0.386,96.998,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Madonna,Sorry,281.88,0,2005,0.61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chamillionaire,Ridin',303.053,1,2005,0.71,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Black Eyed Peas,Pump It,213.066,0,2005,0.75,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nelly Furtado,Promiscuous,242.293,0,2006,0.82,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150.533,0,2015,0.39,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243.88,0,2006,0.58,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Pussycat Dolls,Buttons,225.56,0,2005,0.68,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.477,210.851,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ciara,Get Up (feat. Chamillionaire),261.88,0,2006,0.59,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eminem,Shake That,274.44,1,2005,0.74,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cherish,Do It To It,226.293,0,2006,0.65,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Muse,Supermassive Black Hole,212.439,0,2006,0.75,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Brown,Gimme That,186.826,0,2005,0.63,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Infernal,From Paris to Berlin,209.666,0,2004,0.57,0.741,0.869,9,-6.534,0,0.0816,0.096,0.0,0.0396,0.839,126.069,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cassie,Me & U,192.213,0,2006,0.73,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
E-40,U and Dat (feat. T. Pain & Kandi Girl),202.72,1,2006,0.63,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Pussycat Dolls,Beep,229.36,0,2005,0.57,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lil Jon,Snap Yo Fingers,274.386,0,2006,0.67,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Armand Van Helden,My My My - Radio Edit,190.0,0,2006,0.4,0.678,0.768,7,-8.502,1,0.137,0.0195,0.00866,0.0322,0.758,127.51,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286.186,1,2005,0.68,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yung Joc,It's Goin' Down (feat. Nitti),241.84,1,2006,0.66,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Shayne Ward,No Promises,223.066,0,2006,0.01,0.5,0.498,4,-6.087,1,0.026,0.527,0.0,0.123,0.182,79.798,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Justin Timberlake,My Love (feat. T.I.),276.16,0,2006,0.72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nickelback,Savin' Me,219.32,0,2005,0.65,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Nelly,Grillz,271.16,0,2005,0.6,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Take That,Patience,202.066,0,2006,0.64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fergie,London Bridge,241.306,1,2006,0.57,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
LL Cool J,Control Myself,233.973,0,2006,0.42,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.205,0.48,120.066,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Beyoncé,Deja Vu (feat. Jay-Z),240.28,0,2007,0.57,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Eminem,When I'm Gone,281.32,1,2005,0.68,0.618,0.746,10,-5.476,0,0.352,0.0553,0.0,0.273,0.75,75.272,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kelis,Bossy,273.973,0,2006,0.5,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.058,0.779,84.021,"pop, R&B, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,1,0,0
Bob Sinclar,Love Generation - Radio Edit,207.613,0,2005,0.49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Meck,Thunder in My Heart Again (Radio Edit),189.8,0,2005,0.46,0.679,0.922,2,-4.67,0,0.0294,0.000241,0.69,0.0697,0.806,129.016,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary J. Blige,Be Without You - Kendu Mix,246.333,1,2005,0.69,0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Girls Aloud,Something Kinda Ooooh,201.59,0,2012,0.49,0.681,0.908,11,-3.918,0,0.0473,0.0232,0.0,0.355,0.879,131.925,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rihanna,Unfaithful,226.973,0,2006,0.7,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kanye West,Touch The Sky,236.6,1,2005,0.73,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",229.813,1,2006,0.6,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Evanescence,Call Me When You're Sober,214.706,0,2006,0.65,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,metal,0,0,0,0,0,0,0,0,0,0,1,0,0,0
