artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,country,latin,Folk/Acoustic,blues,classical,pop,easy listening,World/Traditional,hip hop,Dance/Electronic,metal,R&B,jazz,rock
Daft Punk,One More Time,320.357,0,2001,0.76,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,0,1,1,0,0,0,0
Outkast,Ms. Jackson,270.506,1,2000,0.82,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Fragma,Everytime You Need Me - Radio Version,213.346,0,2001,0.5,0.682,0.917,11,-5.459,0,0.0318,0.15,0.0676,0.34,0.79,137.029,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mariah Carey,Loverboy,229.173,0,2001,0.42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dido,Thank You,218.36,0,1999,0.73,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joe,Stutter (feat. Mystikal) - Double Take Remix,213.026,0,2000,0.57,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
P.O.D.,Youth of the Nation,256.24,0,2001,0.69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jennifer Lopez,Play,211.493,1,2001,0.57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Missy Elliott,Get Ur Freak On,211.12,1,2001,0.68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),252.706,0,2008,0.52,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Christina Milian,AM To PM,231.213,0,2001,0.6,0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Roger Sanchez,Another Chance,452.906,0,2000,0.5,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gorillaz,Clint Eastwood,340.92,1,2001,0.74,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2Pac,Until The End Of Time,266.506,1,2001,0.57,0.757,0.706,8,-6.665,1,0.203,0.0267,0.0,0.197,0.375,96.976,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tamia,Stranger in My House,285.386,0,2000,0.48,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Mary J. Blige,No More Drama,326.24,0,2001,0.61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jennifer Lopez,Love Don't Cost a Thing,221.226,0,2001,0.67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Jamiroquai,Little L,295.4,0,2001,0.65,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Case,Missing You,284.666,0,2001,0.55,0.612,0.579,1,-6.417,0,0.0553,0.285,0.0,0.0556,0.716,86.31,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
112,Peaches & Cream,193.093,0,2001,0.63,0.677,0.52,4,-6.255,0,0.334,0.00277,0.0,0.0532,0.768,203.862,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Five,Let's Dance - Radio Edit,218.626,0,2001,0.47,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213.133,0,2001,0.54,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alien Ant Farm,Smooth Criminal,209.266,0,2001,0.75,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Erick Sermon,Music (feat. Marvin Gaye),223.133,1,2001,0.57,0.897,0.466,10,-9.053,0,0.203,0.187,1.35e-06,0.0757,0.884,100.01,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
D12,Purple Pills,304.506,1,2001,0.68,0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,"hip hop, pop, rock",0,0,0,0,0,1,0,0,1,0,0,0,0,1
Usher,Pop Ya Collar - Radio Edit,210.813,0,2016,0.26,0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Madonna,Don't Tell Me,280.973,0,2000,0.53,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue,If You Come Back,207.56,0,2001,0.58,0.582,0.707,10,-4.487,1,0.0319,0.0822,0.0,0.0467,0.701,78.375,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Atomic Kitten,Eternal Flame - Single Version,195.506,0,2001,0.58,0.578,0.581,0,-6.867,1,0.0318,0.0658,0.0042,0.0674,0.408,83.293,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jagged Edge,Where the Party At (feat. Nelly),232.573,0,2001,0.67,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Afroman,Because I Got High,197.76,1,2001,0.68,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S Club 7,Don't Stop Movin',233.626,0,2001,0.63,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nelly Furtado,Turn Off The Light,276.106,0,2000,0.01,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
The Supermen Lovers,Starlight - Radio Edit,234.4,0,2001,0.61,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mis-Teeq,All I Want - Sunship Radio Edit,207.4,0,2004,0.46,0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jagged Edge,Promise,246.72,0,2000,0.56,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
S Club 7,Have You Ever,201.533,0,2001,0.6,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Enya,Only Time,218.546,0,2000,0.69,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,"World/Traditional, Folk/Acoustic",0,0,1,0,0,0,0,1,0,0,0,0,0,0
Faith Hill,There You'll Be,222.12,0,2001,0.6,0.321,0.511,8,-7.77,1,0.0306,0.513,0.0,0.127,0.17,128.98,"pop, country",1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ronan Keating,Lovin' Each Day,212.973,0,2000,0.58,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Destiny's Child,Bootylicious,207.906,0,2001,0.64,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Steps,It's the Way You Make Me Feel,197.36,0,2000,0.53,0.573,0.665,8,-5.081,1,0.0239,0.108,2.09e-06,0.095,0.347,105.006,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sunshine Anderson,Heard It All Before,295.826,0,2001,0.56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lenny Kravitz,Again,231.666,0,2000,0.68,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162.333,0,2002,0.46,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Janet Jackson,All For You,329.933,0,2001,0.65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Atomic Kitten,Whole Again,185.013,0,2001,0.66,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ja Rule,Livin' It Up,257.066,0,2001,0.64,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,217.12,0,2001,0.54,0.847,0.877,2,-5.424,1,0.0493,0.124,0.0,0.148,0.764,131.044,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262.133,1,2001,0.66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
So Solid Crew,21 Seconds,302.826,1,2001,0.51,0.607,0.637,1,-11.072,1,0.241,0.0191,0.0,0.124,0.818,137.03,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Robbie Williams,Eternity,302.76,0,2001,0.48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04e-06,0.0919,0.199,77.967,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ludacris,Southern Hospitality (Featuring Pharrell),300.933,1,2000,0.54,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nelly,Ride Wit Me,291.781,1,2000,0.75,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Trick Daddy,I'm a Thug,254.4,1,2001,0.59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Travis,Sing,228.8,0,2001,0.68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
JAY-Z,Izzo (H.O.V.A.),240.626,1,2001,0.63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gabrielle,Out Of Reach,196.986,0,2001,0.69,0.51,0.48,11,-6.567,1,0.0452,0.503,0.0,0.106,0.496,182.862,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
OPM,Heaven Is a Halfpipe (If I Die),257.426,1,2000,0.56,0.743,0.894,8,-6.886,1,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K-Ci & JoJo,Crazy,262.773,0,2019,0.3,0.68,0.644,0,-4.507,1,0.0258,0.084,0.0,0.549,0.484,116.097,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Staind,It's Been Awhile,264.706,1,2001,0.64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
3LW,No More (Baby I'ma Do Right),263.44,0,2000,0.56,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ginuwine,Differences,265.533,0,2001,0.65,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
*NSYNC,Gone,292.0,0,2001,0.45,0.699,0.403,11,-8.564,0,0.0614,0.421,0.0,0.126,0.5,113.922,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lifehouse,Hanging By A Moment,216.36,0,2000,0.61,0.537,0.858,1,-4.903,1,0.0349,0.000966,0.0,0.0812,0.502,124.599,"pop, rock, metal",0,0,0,0,0,1,0,0,0,0,1,0,0,1
Nelly,Dilemma,289.16,1,2002,0.77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Eminem,Without Me,290.32,1,2002,0.87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avril Lavigne,Complicated,244.506,0,2002,0.78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vanessa Carlton,A Thousand Miles,237.493,0,2002,0.75,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,"Folk/Acoustic, pop",0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Calling,Wherever You Will Go,208.6,0,2001,0.72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shakira,Underneath Your Clothes,224.066,0,2001,0.64,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
No Doubt,Underneath It All,302.72,0,2001,0.27,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57e-06,0.391,0.839,138.202,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Truth Hurts,Addictive,226.44,1,2002,0.58,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324.306,1,2002,0.68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Eminem,'Till I Collapse,297.786,1,2002,0.85,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",285.586,0,2004,0.69,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Christina Milian,When You Look At Me - Radio Edit,222.546,0,2001,0.6,0.955,0.839,3,-3.399,0,0.127,0.0934,0.000175,0.099,0.825,108.955,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Madonna,Die Another Day,276.36,0,2003,0.53,0.792,0.797,0,-5.166,0,0.0901,0.062,0.00325,0.0896,0.491,123.993,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172.24,0,2002,0.53,0.718,0.69,10,-4.382,0,0.265,0.106,0.0,0.271,0.774,93.401,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),244.466,0,2019,0.4,0.583,0.643,9,-7.486,0,0.355,0.171,0.0,0.0395,0.7,195.685,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213.973,0,2002,0.66,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1e-06,0.0924,0.868,184.819,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holly Valance,Kiss Kiss,204.4,0,2002,0.54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sugababes,Round Round,236.426,0,2002,0.59,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Marilyn Manson,Tainted Love,200.426,0,2003,0.6,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Brandy,What About Us?,253.2,0,2002,0.43,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Chad Kroeger,Hero (feat. Josey Scott),200.48,0,2003,0.66,0.427,0.843,4,-4.54,1,0.0364,0.00216,0.0,0.179,0.304,147.387,metal,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Britney Spears,Overprotected - Radio Edit,198.6,0,2001,0.61,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scooter,The Logical Song,234.116,0,2013,0.46,0.527,0.933,6,-6.277,0,0.0382,0.00112,0.0362,0.425,0.493,144.043,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Missy Elliott,4 My People (feat. Eve),289.373,1,2001,0.49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Aaliyah,More Than A Woman,230.346,0,2002,0.42,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Brandy,Full Moon,248.933,0,2002,0.52,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Blue,One Love,207.186,0,2002,0.6,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.2e-05,0.35,0.854,95.012,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238.6,1,2001,0.55,0.697,0.793,6,-4.699,0,0.323,0.0844,0.0,0.0619,0.56,89.767,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Céline Dion,A New Day Has Come - Radio Remix,259.773,0,2001,0.59,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.149,0.195,91.969,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scooter,Nessaja,208.449,0,2013,0.47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Eve,Gangsta Lovin',239.266,1,2002,0.58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Disturbing Tha Peace,Move Bitch,272.293,1,2002,0.59,0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Khia,"My Neck, My Back (Lick It)",222.56,1,2015,0.59,0.859,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tweet,Oops (Oh My) [feat. Missy Elliott],237.8,1,2002,0.64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Nelly,Hot In Herre,228.24,1,2002,0.75,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Gareth Gates,Anyone of Us (Stupid Mistake),227.866,0,2003,0.53,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Christina Aguilera,Dirrty (feat. Redman),298.853,0,2002,0.68,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B2K,Uh Huh,223.293,0,2002,0.49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sugababes,Freak Like Me,195.866,0,2002,0.45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dirty Vegas,Days Go By,432.146,0,2002,0.48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267.093,1,2001,0.73,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Liberty X,Just A Little,237.359,0,2019,0.43,0.786,0.614,5,-6.554,0,0.0574,0.00616,0.0,0.049,0.742,103.887,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No Doubt,Hella Good,242.586,0,2001,0.26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
LL Cool J,Luv U Better,287.0,0,2002,0.02,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Red Hot Chili Peppers,Can't Stop,269.0,0,2002,0.8,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Musiq Soulchild,Halfcrazy,254.493,0,2002,0.58,0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sean Paul,Gimme the Light,228.0,1,2002,0.59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Faith Evans,I Love You,267.16,0,2001,0.53,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.234,0.567,168.004,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Charli Baltimore,Down 4 U,318.213,1,2002,0.47,0.64,0.59,7,-7.442,1,0.32,0.252,0.0,0.665,0.519,83.133,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kylie Minogue,Love at First Sight,238.266,0,2001,0.55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
N.O.R.E.,Nothin',264.653,1,2002,0.58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13e-06,0.27,0.742,97.035,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gareth Gates,Unchained Melody,233.666,0,2003,0.35,0.368,0.426,10,-8.049,1,0.0277,0.255,5.39e-06,0.108,0.208,106.52,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268.8,0,2005,0.63,0.66,0.707,6,-5.758,1,0.208,0.397,0.0,0.211,0.761,89.279,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Big Brovaz,Nu Flow,201.48,0,2001,0.45,0.783,0.726,7,-8.718,1,0.106,0.0903,2.53e-06,0.363,0.784,148.062,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No Doubt,Hey Baby,207.04,0,2001,0.24,0.705,0.872,11,-3.557,0,0.125,0.0602,0.0,0.228,0.746,93.63,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ashanti,Baby,265.706,1,2002,0.55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sophie Ellis-Bextor,Murder On The Dancefloor,230.013,0,2002,0.62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Justin Timberlake,Like I Love You,283.626,0,2002,0.62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mary J. Blige,Rainy Dayz,276.373,0,2001,0.32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
A1,Caught in the Middle,206.466,0,2001,0.53,0.519,0.874,5,-5.122,1,0.034,0.0524,0.0,0.243,0.572,96.072,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
